Interaction,Feynman Diagram,Amplitude,Squared Amplitude
AntiPart mu del (X) rho (X) to AntiPart mu eps (X)^(*) sigma (X),"Vertex V_1:AntiPart mu(X_3), A(X_4),  OffShell mu(V_1), Vertex V_0:A(X_2), AntiPart mu(X_1), AntiPart  OffShell mu(V_0),",/ * * i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * mu_spi_0_pv mu_spi_1_pv_star * * * 1/2 p_lor_2 gamma_lor_spi gamma * * lor_2 s s gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * mu_spi_4_pv mu_spi_5_pv_star + s * 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * 1/2 reg_prop NEG 2 / * * * NEG 4 i ^ e_2 + / * * * i ^ e_2 ^ m_mu_2 + ^ m_mu_2 * NEG 1/2 s_s + s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ m_mu_2 + s_s * NEG 2 s_s + s_s * 1/2 reg_prop + s_s * 1/2 reg_prop
AntiPart mu del (X) rho (X) to AntiPart mu eps (X)^(*) sigma (X),"Vertex V_0:AntiPart mu(X_1), A(X_4), AntiPart  OffShell mu(V_0), Vertex V_1:A(X_2), AntiPart mu(X_3),  OffShell mu(V_1),",/ * * NEG i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * mu_spi_0_pv mu_spi_1_pv_star * * * * NEG 1/2 p_lor_2 gamma_lor_spi gamma_lor_spi gamma * lor_2 s s_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * mu_spi_4_pv mu_spi_5_pv_star + s * NEG 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 4 i ^ e_2 + / * * * i ^ e_2 ^ m_mu_2 + ^ m_mu_2 * NEG 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ m_mu_2 + * 16 s_s * NEG 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
AntiPart mu del (X) rho (X) to AntiPart mu eps (X)^(*) AntiPart rho (X),"Vertex V_1:AntiPart mu(X_1), A(X_4), AntiPart  OffShell mu(V_1), Vertex V_0:A(X_2), AntiPart mu(X_3),  OffShell mu(V_0),",/ * * NEG i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * mu_spi_0_pv mu_spi_1_pv_star * * NEG 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * mu_spi_4_pv mu_spi_5_pv_star + s * NEG 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 4 i ^ e_2 + / * * * i ^ e_2 ^ m_mu_2 + ^ m_mu_2 * NEG 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ m_mu_2 + * 16 s_s * NEG 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
AntiPart mu del (X) rho (X) to AntiPart mu eps (X)^(*) AntiPart rho (X),"Vertex V_0:AntiPart mu(X_3), A(X_4),  OffShell mu(V_0), Vertex V_1:A(X_2), AntiPart mu(X_1), AntiPart  OffShell mu(V_1),",/ * * i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * mu_spi_0_pv mu_spi_1_pv_star * * * * 1/2 p_lor_2 gamma_lor_spi gamma_lor_spi gamma * lor_2 s s_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * mu_spi_4_pv mu_spi_5_pv_star + s * 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * 1/2 reg_prop NEG 2 / * * * NEG 4 i ^ e_2 + / * * * i ^ e_2 ^ m_mu_2 + ^ m_mu_2 * NEG 1/2 s_s + s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ m_mu_2 + s_s * NEG 2 s_s + s_s * 1/2 reg_prop + s_s * 1/2 reg_prop
AntiPart mu del (X) AntiPart mu (X) to AntiPart mu eps (X)^(*) AntiPart nu (X),"Vertex V_0:AntiPart mu(X_1), A(X_4), AntiPart  OffShell mu(V_0), Vertex V_1:A(X_2), AntiPart mu(X_3),  OffShell mu(V_1),",/ * * NEG i ^ e_2 + + + + + + * * p_lor_0 gamma lambda s s_idx_0 * ^ lor_0 p * idx_0 * * lambda p mu_spi_1_pv mu_spi_0_pv_star * * * NEG 1/2 p lambda gamma lambda s s gamma * * lambda s s gamma_lor_spi_idx_0 * ^ lor_0 p * idx_0 * * lambda p mu_spi_3_pv mu_spi_5_pv_star + s * NEG 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 4 i ^ e_2 + / * * * i ^ e_2 ^ m_mu_2 + ^ m_mu_2 * NEG 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ m_mu_2 + * 16 s_s * NEG 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
AntiPart mu del (X) AntiPart mu (X) to AntiPart mu eps (X)^(*) AntiPart nu (X),"Vertex V_1:AntiPart mu(X_3), A(X_4),  OffShell mu(V_1), Vertex V_0:A(X_2), AntiPart mu(X_1), AntiPart  OffShell mu(V_0),",/ * * i ^ e_2 + + + + + + * * p_lor_0 gamma lambda s s_idx_0 * ^ lor_0 p * idx_0 * * lambda p mu_spi_1_pv mu_spi_0_pv_star * * * 1/2 p_lor_1 gamma lambda s s gamma * * lor_1 s s gamma_lor_spi_idx_0 * ^ lor_0 p * idx_0 * * lambda p mu_spi_5_pv mu_spi_2_pv_star + s * 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * 1/2 reg_prop NEG 2 / * * * NEG 4 i ^ e_2 + / * * * i ^ e_2 ^ m_mu_2 + ^ m_mu_2 * NEG 1/2 s_s + s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ m_mu_2 + s_s * NEG 2 s_s + s_s * 1/2 reg_prop + s_s * 1/2 reg_prop
e eps (X)^(*) AntiPart e eta (X) to mu alpha (X) AntiPart mu beta (X)^(*),"Vertex V_1:mu(X_3), AntiPart mu(X_4),  OffShell A(V_1), Vertex V_0:e(X_1), AntiPart e(X_2),  OffShell A(V_0),",+ * * * NEG 1/2 i ^ e_2 gamma / * * * * * lor_0 s_del_165 gamma_lor_spi_del e_del_166_pu e_spi_1_pv_star mu_spi_0_pu_star mu_del_165_pv + + mass_e_sq s * 1/2 reg_prop,* * * 1/4 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * 8 ^ m_mu_2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
e gam (X)^(*) AntiPart e del (X) to t eps (X) AntiPart t eta (X)^(*),"Vertex V_1:t(X_3), AntiPart t(X_4),  OffShell A(V_1), Vertex V_0:e(X_1), AntiPart e(X_2),  OffShell A(V_0),",+ * * * NEG 1/2 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del e_spi_0_pv_star e_spi_1_pu t_del_258_pv t_spi_2_pu_star + + mass_e_sq s * 1/2 reg_prop,* * * 1/4 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
e gam (X)^(*) AntiPart e del (X) to u eps (X) AntiPart u eta (X)^(*),"Vertex V_1:u(X_3), AntiPart u(X_4),  OffShell A(V_1), Vertex V_0:e(X_1), AntiPart e(X_2),  OffShell A(V_0),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s b_spi gamma_lor_spi e_spi_1_pv_star e_spi_2_pu u_spi_0_pu_star u_b_spi_pv + + mass_e_sq s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
e eps (X)^(*) AntiPart e eta (X) to d alpha (X) AntiPart d beta (X)^(*),"Vertex V_1:d(X_3), AntiPart d(X_4),  OffShell A(V_1), Vertex V_0:e(X_1), AntiPart e(X_2),  OffShell A(V_0),",+ * * * * NEG 1/6 i ^ e_2 gamma_lor_spi_del gamma / * * * * lor_0 s_del_377 d_spi_0_pu_star d_del_377_pv e_spi_1_pv_star e_del_376_pu + + mass_e_sq s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
e gam (X)^(*) AntiPart e del (X) to s eps (X) AntiPart s eta (X)^(*),"Vertex V_1:s(X_3), AntiPart s(X_4),  OffShell A(V_1), Vertex V_0:e(X_1), AntiPart e(X_2),  OffShell A(V_0),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s b_spi gamma_lor_spi e_spi_1_pv_star e_spi_2_pu s_star s + + mass_e_sq s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
e gam (X)^(*) AntiPart e del (X) to tt eps (X) AntiPart tt eta (X)^(*),"Vertex V_1:tt(X_3), AntiPart tt(X_4),  OffShell A(V_1), Vertex V_0:e(X_1), AntiPart e(X_2),  OffShell A(V_0),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del e_spi_1_pu e_spi_0_pv_star tt s_pu_star tt_del_483_pv + + mass_e_sq s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ m_tt_2 * * 8 ^ m_tt_2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
e eps (X)^(*) AntiPart e eta (X) to c alpha (X) AntiPart c beta (X)^(*),"Vertex V_1:c(X_3), AntiPart c(X_4),  OffShell A(V_1), Vertex V_0:e(X_1), AntiPart e(X_2),  OffShell A(V_0),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s_del_533 gamma_lor_spi_del c_spi_0_pu_star c_del_533_pv e_spi_1_pv_star e_del_534_pu + + mass_e_sq s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
e gam (X)^(*) AntiPart e del (X) to b eps (X) AntiPart b eta (X)^(*),"Vertex V_1:b(X_3), AntiPart b(X_4),  OffShell A(V_1), Vertex V_0:e(X_1), AntiPart e(X_2),  OffShell A(V_0),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del b_del_594_pv b_spi_2_pu_star e_spi_1_pu e_spi_0_pv_star + + mass_e_sq s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
e eps (X)^(*) AntiPart e eta (X) to sigma (X) AntiPart lambda (X),"Vertex V_0:AntiPart e(X_2), A(X_4), AntiPart  OffShell e(V_0), Vertex V_1:e(X_1), A(X_3),  OffShell e(V_1),",/ * * NEG i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_idx_0 * ^ lor_1 p * idx_0 * * ^ lor_0 p * e_spi_0_pu e_spi_1_pv_star * * NEG 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi gamma_lor_spi_idx_0 * ^ lor_1 p * idx_0 * * ^ lor_0 p * e_spi_4_pu e_spi_5_pv_star + s * NEG 1/2 reg_prop,+ * * * ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * 2 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ 2 + s_s * 2 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
e eps (X)^(*) AntiPart e eta (X) to sigma (X) AntiPart lambda (X),"Vertex V_0:AntiPart e(X_2), A(X_3), AntiPart  OffShell e(V_0), Vertex V_1:e(X_1), A(X_4),  OffShell e(V_1),",/ * * i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_idx_0 * ^ lor_1 p * idx_0 * * ^ lor_0 p * e_spi_0_pu e_spi_1_pv_star * * NEG 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi gamma_lor_spi_idx_0 * ^ lor_1 p * idx_0 * * ^ lor_0 p * e_spi_4_pu e_spi_5_pv_star + s * NEG 1/2 reg_prop,+ * * * ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * 2 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ 2 + * 16 s_s * 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
e alpha (X)^(*) mu beta (X)^(*) to e gam (X) mu del (X),"Vertex V_1:mu(X_2), mu(X_4),  OffShell A(V_1), Vertex V_0:e(X_1), e(X_3),  OffShell A(V_0),",+ * * * NEG 1/2 i ^ e_2 gamma / * * * * * lor_0 s_del_774 gamma_lor_spi e_spi_1_pu_star e_spi_2_pu mu_del_774_pu mu_spi_0_pu_star + + mass_e_sq NEG s * 1/2 reg_prop,* * * 1/4 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
e alpha (X)^(*) AntiPart mu eps (X) to e eta (X) AntiPart mu alpha (X)^(*),"Vertex V_1:AntiPart mu(X_2), AntiPart mu(X_4),  OffShell A(V_1), Vertex V_0:e(X_1), e(X_3),  OffShell A(V_0),",+ * * * NEG 1/2 i ^ e_2 gamma / * * * * * lor_0 s_del_813 gamma_lor_spi_del e_del_814_pu e_spi_1_pu_star mu_spi_0_pv_star mu_del_813_pv + + mass_e_sq NEG s * 1/2 reg_prop,* * * 1/4 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart e eps (X) mu eta (X)^(*) to AntiPart e alpha (X)^(*) mu beta (X),"Vertex V_1:mu(X_2), mu(X_4),  OffShell A(V_1), Vertex V_0:AntiPart e(X_1), AntiPart e(X_3),  OffShell A(V_0),",+ * * * NEG 1/2 i ^ e_2 gamma / * * * * * lor_0 s b_spi gamma_lor_spi e_spi_1_pv e_spi_2_pv_star mu_b_spi_pu mu_spi_0_pu_star + + mass_e_sq NEG s * 1/2 reg_prop,* * * 1/4 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart e eps (X) AntiPart mu eps (X) to AntiPart e eta (X)^(*) AntiPart mu alpha (X)^(*),"Vertex V_1:AntiPart mu(X_2), AntiPart mu(X_4),  OffShell A(V_1), Vertex V_0:AntiPart e(X_1), AntiPart e(X_3),  OffShell A(V_0),",+ * * * NEG 1/2 i ^ e_2 gamma / * * * * * lor_0 s_del_875 gamma_lor_spi e_spi_1_pv e_spi_2_pv_star mu_spi_0_pv_star mu_del_875_pv + + mass_e_sq NEG s * 1/2 reg_prop,* * * 1/4 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
e alpha (X)^(*) t beta (X)^(*) to e gam (X) t del (X),"Vertex V_1:t(X_2), t(X_4),  OffShell A(V_1), Vertex V_0:e(X_1), e(X_3),  OffShell A(V_0),",+ * * * NEG 1/2 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del e_spi_0_pu_star e_spi_1_pu t_spi_2_pu_star t_del_1782_pu + + mass_e_sq NEG s * 1/2 reg_prop,* * * 1/4 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
e alpha (X)^(*) AntiPart t eps (X) to e eta (X) AntiPart t alpha (X)^(*),"Vertex V_1:AntiPart t(X_2), AntiPart t(X_4),  OffShell A(V_1), Vertex V_0:e(X_1), e(X_3),  OffShell A(V_0),",+ * * * NEG 1/2 i ^ e_2 gamma / * * * * * lor_0 s_del_1827 gamma_lor_spi_del e_spi_0_pu_star e_del_1827_pu t_del_1828_pv t_spi_1_pv_star + + mass_e_sq NEG s * 1/2 reg_prop,* * * 1/4 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart e eps (X) t eta (X)^(*) to AntiPart e alpha (X)^(*) t beta (X),"Vertex V_1:t(X_2), t(X_4),  OffShell A(V_1), Vertex V_0:AntiPart e(X_1), AntiPart e(X_3),  OffShell A(V_0),",+ * * * NEG 1/2 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del e_spi_0_pv_star e_spi_1_pv t_spi_2_pu_star t_del_1881_pu + + mass_e_sq NEG s * 1/2 reg_prop,* * * 1/4 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart e eps (X) AntiPart t eps (X) to AntiPart e eta (X)^(*) AntiPart t alpha (X)^(*),"Vertex V_1:AntiPart t(X_2), AntiPart t(X_4),  OffShell A(V_1), Vertex V_0:AntiPart e(X_1), AntiPart e(X_3),  OffShell A(V_0),",+ * * * NEG 1/2 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del e_spi_0_pv_star e_spi_1_pv t_del_1920_pv t_spi_2_pv_star + + mass_e_sq NEG s * 1/2 reg_prop,* * * 1/4 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
e alpha (X)^(*) u beta (X)^(*) to e gam (X) u del (X),"Vertex V_1:u(X_2), u(X_4),  OffShell A(V_1), Vertex V_0:e(X_1), e(X_3),  OffShell A(V_0),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s_del_2821 gamma_lor_spi e_spi_1_pu_star e_spi_2_pu u_spi_0_pu_star u_del_2821_pu + + mass_e_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
e alpha (X)^(*) AntiPart u eps (X) to e eta (X) AntiPart u alpha (X)^(*),"Vertex V_1:AntiPart u(X_2), AntiPart u(X_4),  OffShell A(V_1), Vertex V_0:e(X_1), e(X_3),  OffShell A(V_0),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s_del_2860 gamma_lor_spi_del e_del_2861_pu e_spi_1_pu_star u_spi_0_pv_star u_del_2860_pv + + mass_e_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart e eps (X) u eta (X)^(*) to AntiPart e alpha (X)^(*) u beta (X),"Vertex V_1:u(X_2), u(X_4),  OffShell A(V_1), Vertex V_0:AntiPart e(X_1), AntiPart e(X_3),  OffShell A(V_0),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s b_spi gamma_lor_spi e_spi_1_pv_star e_spi_2_pv u_b_spi_pu u_spi_0_pu_star + + mass_e_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart e eps (X) AntiPart u eps (X) to AntiPart e eta (X)^(*) AntiPart u alpha (X)^(*),"Vertex V_1:AntiPart u(X_2), AntiPart u(X_4),  OffShell A(V_1), Vertex V_0:AntiPart e(X_1), AntiPart e(X_3),  OffShell A(V_0),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s_del_2922 gamma_lor_spi e_spi_1_pv_star e_spi_2_pv u_spi_0_pv_star u_del_2922_pv + + mass_e_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
e alpha (X)^(*) d beta (X)^(*) to e gam (X) d del (X),"Vertex V_1:d(X_2), d(X_4),  OffShell A(V_1), Vertex V_0:e(X_1), e(X_3),  OffShell A(V_0),",+ * * * * NEG 1/6 i ^ e_2 gamma_lor_spi gamma / * * * * lor_0 s_del_3829 d_spi_0_pu_star d_del_3829_pu e_spi_1_pu_star e_spi_2_pu + + mass_e_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
e alpha (X)^(*) AntiPart d eps (X) to e eta (X) AntiPart d alpha (X)^(*),"Vertex V_1:AntiPart d(X_2), AntiPart d(X_4),  OffShell A(V_1), Vertex V_0:e(X_1), e(X_3),  OffShell A(V_0),",+ * * * * NEG 1/6 i ^ e_2 gamma_lor_spi_del gamma / * * * * lor_0 s_del_3875 d_spi_0_pv_star d_del_3875_pv e_del_3874_pu e_spi_1_pu_star + + mass_e_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart e eps (X) d eta (X)^(*) to AntiPart e alpha (X)^(*) d beta (X),"Vertex V_1:d(X_2), d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart e(X_1), AntiPart e(X_3),  OffShell A(V_0),",+ * * * * NEG 1/6 i ^ e_2 gamma_lor_spi gamma / * * * * lor_0 s_del_3928 d_del_3928_pu d_spi_0_pu_star e_spi_1_pv_star e_spi_2_pv + + mass_e_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart e eps (X) AntiPart d eps (X) to AntiPart e eta (X)^(*) AntiPart d alpha (X)^(*),"Vertex V_1:AntiPart d(X_2), AntiPart d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart e(X_1), AntiPart e(X_3),  OffShell A(V_0),",+ * * * * NEG 1/6 i ^ e_2 gamma_lor_spi gamma / * * * * lor_0 s_del_3967 d_spi_0_pv_star d_del_3967_pv e_spi_1_pv_star e_spi_2_pv + + mass_e_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
e alpha (X)^(*) s beta (X)^(*) to e gam (X) s del (X),"Vertex V_1:s(X_2), s(X_4),  OffShell A(V_1), Vertex V_0:e(X_1), e(X_3),  OffShell A(V_0),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s_del_4868 gamma_lor_spi e_spi_1_pu e_spi_2_pu_star s_del_4868_pu s_star + + mass_e_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
e alpha (X)^(*) AntiPart s eps (X) to e eta (X) AntiPart s alpha (X)^(*),"Vertex V_1:AntiPart s(X_2), AntiPart s(X_4),  OffShell A(V_1), Vertex V_0:e(X_1), e(X_3),  OffShell A(V_0),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s_del_4907 gamma_lor_spi_del e_spi_1_pu_star e_del_4908_pu s_star s_del_4907_pv + + mass_e_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart e eps (X) s eta (X)^(*) to AntiPart e alpha (X)^(*) s beta (X),"Vertex V_1:s(X_2), s(X_4),  OffShell A(V_1), Vertex V_0:AntiPart e(X_1), AntiPart e(X_3),  OffShell A(V_0),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s b_spi gamma_lor_spi e_spi_1_pv e_spi_2_pv_star s s_star + + mass_e_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
