Interaction,Feynman Diagram,Amplitude,Squared Amplitude,domain
AntiPart mu gam (X) AntiPart tt gam (X) to AntiPart mu del (X)^(*) AntiPart tt eps (X)^(*),"Vertex V_1:AntiPart tt(X_2), AntiPart tt(X_4),  OffShell A(V_1), Vertex V_0:AntiPart mu(X_1), AntiPart mu(X_3),  OffShell A(V_0),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s alpha_4869 gamma_lor_spi_del mu_spi_0_pv_star mu_alpha_4869_pv tt s_pv_star tt_del_4567_pv + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ m_mu_2 ^ m_tt_2 * * NEG 8 ^ m_tt_2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2,qed
t eps (X)^(*) AntiPart g sigma (X) to t beta (X) AntiPart h lambda (X),"Vertex V_1:t(X_3), t(X_1),  OffShell G(V_1), Vertex V_0:G(X_2), G(X_4),  OffShell G(V_0),",/ * NEG g + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + * * * * * * i g p_lor gamma_lor_spi T_2_col_idx_idx_3_col T_2_col_col_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_t_col_idx_2_spi_pu_star t_col_idx_2_spi_pu * * * * * * NEG i g p_lor gamma_lor_spi T_2_col_idx_idx_3_col T_2_col_col_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_t_col_idx_2_spi_pu_star t_col_idx_2_spi_pu * * * * * * NEG i g p_lor gamma_lor_spi T_2_col_col_idx_idx_3 T_2_col_idx_idx_3_col_idx_6_col_col * lor p_star_idx_6_col * * lor p_t_col_idx_2_spi_pu_star t_col_idx_2_spi_pu * * * * * * i g p_lor gamma_lor_spi T_2_col_col_idx_idx_3 T_2_col_idx_idx_3_col_idx_6_col_col * lor p_star_idx_6_col * * lor p_t_col_idx_2_spi_pu_star t_col_idx_2_spi_pu * * * * * * * NEG 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_3_col T_2_col_col_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_t_col_idx_2_spi_pu_star t_col_idx_2_spi_pu * * * * * * * 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_3_col T_2_col_col_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_t_col_idx_2_spi_pu_star t_col_idx_2_spi_pu * * * * * * * 1/2 i g p_lor gamma_lor_spi T_2_col_col_idx_idx_3 T_2_col_idx_idx_3_col_idx_6_col_col * lor p_star_idx_6_col * * lor p_t_col_idx_2_spi_pu_star t_col_idx_2_spi_pu * * * * * * * NEG 1/2 i g p_lor gamma_lor_spi T_2_col_col_idx_idx_3 T_2_col_idx_idx_3_col_idx_6_col_col * lor p_star_idx_6_col * * lor p_t_col_idx_2_spi_pu_star t_col_idx_2_spi_pu * * * * * * * NEG 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_3_col T_2_col_col_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_t_col_idx_2_spi_pu_star t_col_idx_2_spi_pu * * * * * * * 1/2 i g p_lor gamma_lor_spi T_2_col_col_idx_idx_3 T_2_col_idx_idx_3_col_idx_6_col_col * lor p_star_idx_6_col * * lor p_t_col_idx_2_spi_pu_star t_col_idx_2_spi_pu * * i g p * * * * * lor gamma_lor_spi T_2_col_idx_idx_3_col T_2_col_col_idx_idx_3_idx_6_col_col_lor p_star_idx_6_col * * lor p_t_col_idx_2_spi_pu_star t_col_idx_2_spi_pu * * NEG i g p * * * * * lor gamma_lor_spi T_2_col_col_idx_idx_3 T_2_col_idx_idx_3_col_idx_6_col_col_lor p_star_idx_6_col * * lor p_t_col_idx_2_spi_pu_star t_col_idx_2_spi_pu * * * * * * * NEG 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_3_col T_2_col_col_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_t_col_idx_2_spi_pu_star t_col_idx_2_spi_pu * * * * * * * 1/2 i g p_lor gamma_lor_spi T_2_col_col_idx_idx_3 T_2_col_idx_idx_3_col_idx_6_col_col * lor p_star_idx_6_col * * lor p_t_col_idx_2_spi_pu_star t_col_idx_2_spi_pu + + mass_t_sq NEG s * 1/2 reg_prop,+ + + + * * * * NEG 1/2 ^ g_4 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 * * * NEG 1/576 ^ g_4 + + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 1024 s_s * * NEG 224 ^ 2 + s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 7/18 i ^ g_2 + + + + + + / * * * i ^ g_2 ^ 2 + ^ 2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 8/7 i ^ g_2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 16/7 i ^ g_2 + * + ^ 2 * NEG 1/2 s_s * * NEG 1/1024 + * 128 ^ 2 * NEG 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/896 i ^ g_2 + + * + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 + ^ 2 * NEG 1/2 s_s * * 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 8/7 i ^ g_2 + + * + ^ 2 * NEG 1/2 s_s * * NEG 1/1024 + * 128 ^ 2 * NEG 64 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * NEG i ^ g_2 + + + * ^ 2 + ^ 2 s_s * * NEG 1/448 + * 128 ^ 2 * NEG 64 s_s * * 16/7 + ^ 2 * NEG 1/2 s_s * * NEG 1/7 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 1/896 i ^ g_2 + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 7/18 i ^ g_2 + + + + + + + / * * * i ^ g_2 ^ 2 + ^ 2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * NEG 1/7 i ^ g_2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/448 i ^ g_2 + * + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 + ^ 2 * NEG 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 1/896 i ^ g_2 + + * + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 + ^ 2 * NEG 1/2 s_s * * 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 8/7 i ^ g_2 + + * + ^ 2 * NEG 1/2 s_s * * NEG 1/1024 + * 128 ^ 2 * NEG 64 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * NEG i ^ g_2 + + + * ^ 2 + ^ 2 s_s * * 16/7 + ^ 2 * NEG 1/2 s_s * * NEG 1/448 + * 128 ^ 2 * NEG 64 s_s * * 8/7 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/896 i ^ g_2 + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 1/448 i ^ g_2 + + * ^ 2 + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 s_s + ^ 2 * NEG 1/2 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 1/2 i ^ g_2 + + / * * * i ^ g_2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/144 i ^ g_2 + + + * ^ 2 + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 s_s + ^ 2 * NEG 1/2 s_s * * 128 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 1/288 i ^ g_2 + + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 1024 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop,qcd
AntiPart e eps (X) b eta (X)^(*) to AntiPart e alpha (X)^(*) b beta (X),"Vertex V_1:b(X_2), b(X_4),  OffShell A(V_1), Vertex V_0:AntiPart e(X_1), AntiPart e(X_3),  OffShell A(V_0),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del b_spi_2_pu_star b_del_8022_pu e_spi_1_pv e_spi_0_pv_star + + mass_e_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2,qed
e alpha (X)^(*) t beta (X)^(*) to e gam (X) t del (X),"Vertex V_1:t(X_2), t(X_4),  OffShell A(V_1), Vertex V_0:e(X_1), e(X_3),  OffShell A(V_0),",+ * * * NEG 1/2 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del e_spi_0_pu_star e_spi_1_pu t_spi_2_pu_star t_del_1782_pu + + mass_e_sq NEG s * 1/2 reg_prop,* * * 1/4 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2,qed
d alpha (X)^(*) AntiPart c eps (X) to d eta (X) AntiPart c alpha (X)^(*),"Vertex V_1:AntiPart c(X_2), AntiPart c(X_4),  OffShell A(V_1), Vertex V_0:d(X_1), d(X_3),  OffShell A(V_0),",+ * * * 1/9 i ^ e_2 gamma / * * * * * lor_0 s_del_3388 gamma_lor_spi_del c_spi_0_pv_star c_del_3388_pv d_spi_1_pu_star d_del_3389_pu + + mass_d_sq NEG s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2,qed
AntiPart d eps (X) b eta (X)^(*) to AntiPart d alpha (X)^(*) b beta (X),"Vertex V_1:b(X_2), b(X_4),  OffShell A(V_1), Vertex V_0:AntiPart d(X_1), AntiPart d(X_3),  OffShell A(V_0),",+ * * * NEG 1/18 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del b_spi_2_pu_star b_del_4456_pu d_spi_1_pv d_spi_0_pv_star + + mass_d_sq NEG s * 1/2 reg_prop,* * * 1/324 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2,qed
t eps (X)^(*) f lambda (X) to t eta (X) AntiPart g nu (X),"Vertex V_0:t(X_3), G(X_4), AntiPart  OffShell t(V_0), Vertex V_1:t(X_1), G(X_2),  OffShell t(V_1),",/ * * NEG i ^ g_2 + + + + + + * * * * p_lor gamma_lor_spi T_2_col_idx_idx_3_col T_2_col_idx_1_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_t_col_idx_1_spi_pu_star t_col_idx_2_spi_pu * * 1/2 p lambd_col gamma * * * * * lambd_col_spi_spi gamma_lor_spi gamma_lor_spi T_2_col_idx_idx_3_col T_2_col_idx_1_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_t_col_idx_1_spi_pu_star t_col_idx_2_spi_pu + s * 1/2 reg_prop,+ * * * * 4/9 ^ g_4 s_s ^ + s_s * 1/2 reg_prop NEG 2 / * * * NEG 8/9 i ^ g_2 + / * * * i ^ g_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ g_2 ^ 2 + s_s * NEG 2 s_s + s_s * 1/2 reg_prop + s_s * 1/2 reg_prop,qcd
u alpha (X)^(*) t beta (X)^(*) to u gam (X) t del (X),"Vertex V_1:t(X_2), t(X_4),  OffShell G(V_1), Vertex V_0:u(X_1), u(X_3),  OffShell G(V_0),",+ * * * 1/12 i ^ g_2 gamma / * * lor_spi_del_col gamma_lor_spi + * * * t_col_idx_2_spi_pu_star t_idx_2_del_col_pu_u_col_idx_1_spi_pu_star u_col_idx_1_spi_pu * * * * NEG 3 t_col_idx_1_spi_pu_star t_idx_2_del_col_pu_u_col_idx_2_spi_pu_star u_col_idx_1_spi_pu + + mass_u_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/16 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/144 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop,qcd
u alpha (X)^(*) b beta (X)^(*) to u gam (X) b del (X),"Vertex V_1:b(X_2), b(X_4),  OffShell G(V_1), Vertex V_0:u(X_1), u(X_3),  OffShell G(V_0),",+ * * * NEG 1/4 i ^ g_2 gamma / * * lor_spi_del_col gamma_lor_spi + * * * col_idx_4_spi_pu_star Gdel_col_pu_u_col_idx_4_spi_pu_u_col_idx_6_spi_pu_star * * * * NEG 1/3_col idx_5_spi_pu_star_idx_5_del_col_pu_u_col_idx_6_spi_pu_u_col_idx_6_spi_pu_star + + mass_u_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/144 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/16 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32/9 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop,qcd
e eps (X)^(*) AntiPart e eta (X) to c alpha (X) AntiPart c beta (X)^(*),"Vertex V_1:c(X_3), AntiPart c(X_4),  OffShell A(V_1), Vertex V_0:e(X_1), AntiPart e(X_2),  OffShell A(V_0),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s_del_533 gamma_lor_spi_del c_spi_0_pu_star c_del_533_pv e_spi_1_pv_star e_del_534_pu + + mass_e_sq s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2,qed
AntiPart b gam (X) AntiPart a rho (X) to AntiPart b beta (X)^(*) AntiPart b sigma (X),"Vertex V_1:AntiPart b(X_1), AntiPart b(X_3),  OffShell G(V_1), Vertex V_0:G(X_2), G(X_4),  OffShell G(V_0),",/ * NEG g + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + * * * * * * i g p_lor gamma_lor_spi T_2_col_idx_idx_7_idx_idx_3 T_2_col_idx_idx_3_idx_6_G_col_col * lor p_star_idx_6_col * * lor p_col_idx_7_spi_pv_star_col_idx_6_spi_pv * * * * * * NEG i g p_lor gamma_lor_spi T_2_col_idx_idx_7_idx_idx_3 T_2_col_idx_idx_3_idx_6_G_col_col * lor p_star_idx_6_col * * lor p_col_idx_7_spi_pv_star_col_idx_6_spi_pv * * * * * * NEG i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_6_T_2_col_idx_idx_7_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_col_idx_7_spi_pv_star_col_idx_6_spi_pv * * * * * * i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_6_T_2_col_idx_idx_7_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_col_idx_7_spi_pv_star_col_idx_6_spi_pv * * * * * * * NEG 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_7_idx_idx_3 T_2_col_idx_idx_3_idx_6_G_col_col * lor p_star_idx_6_col * * lor p_col_idx_7_spi_pv_star_col_idx_6_spi_pv * * * * * * * 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_7_idx_idx_3 T_2_col_idx_idx_3_idx_6_G_col_col * lor p_star_idx_6_col * * lor p_col_idx_7_spi_pv_star_col_idx_6_spi_pv * * * * * * * 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_6_T_2_col_idx_idx_7_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_col_idx_7_spi_pv_star_col_idx_6_spi_pv * * * * * * * NEG 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_6_T_2_col_idx_idx_7_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_col_idx_7_spi_pv_star_col_idx_6_spi_pv * * * * * * * NEG 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_7_idx_idx_3 T_2_col_idx_idx_3_idx_6_G_col_col * lor p_star_idx_6_col * * lor p_col_idx_7_spi_pv_star_col_idx_6_spi_pv * * * * * * * 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_6_T_2_col_idx_idx_7_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_col_idx_7_spi_pv_star_col_idx_6_spi_pv * * i g p * * * * * lor gamma_lor_spi T_2_col_idx_idx_7_idx_idx_3 T_2_col_idx_idx_3_idx_6_G_col_col_lor p_star_idx_6_col * * lor p_col_idx_7_spi_pv_star_col_idx_6_spi_pv * * NEG i g p * * * * * lor gamma_lor_spi T_2_col_idx_idx_3_idx_6_T_2_col_idx_idx_7_idx_idx_3_idx_6_col_col_lor p_star_idx_6_col * * lor p_col_idx_7_spi_pv_star_col_idx_6_spi_pv * * * * * * * NEG 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_7_idx_idx_3 T_2_col_idx_idx_3_idx_6_G_col_col * lor p_star_idx_6_col * * lor p_col_idx_7_spi_pv_star_col_idx_6_spi_pv * * * * * * * 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_6_T_2_col_idx_idx_7_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_col_idx_7_spi_pv_star_col_idx_6_spi_pv + + mass_b_sq NEG s * 1/2 reg_prop,+ + + + * * * * NEG 1/2 ^ g_4 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 * * * NEG 1/576 ^ g_4 + + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 1024 s_s * * NEG 224 ^ 2 + s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 7/18 i ^ g_2 + + + + + + / * * * i ^ g_2 ^ 2 + ^ 2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 8/7 i ^ g_2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 16/7 i ^ g_2 + * + ^ 2 * NEG 1/2 s_s * * NEG 1/1024 + * 128 ^ 2 * NEG 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/896 i ^ g_2 + + * + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 + ^ 2 * NEG 1/2 s_s * * 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 8/7 i ^ g_2 + + * + ^ 2 * NEG 1/2 s_s * * NEG 1/1024 + * 128 ^ 2 * NEG 64 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * NEG i ^ g_2 + + + * ^ 2 + ^ 2 s_s * * NEG 1/448 + * 128 ^ 2 * NEG 64 s_s * * 16/7 + ^ 2 * NEG 1/2 s_s * * NEG 1/7 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 1/896 i ^ g_2 + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 7/18 i ^ g_2 + + + + + + + / * * * i ^ g_2 ^ 2 + ^ 2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * NEG 1/7 i ^ g_2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/448 i ^ g_2 + * + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 + ^ 2 * NEG 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 1/896 i ^ g_2 + + * + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 + ^ 2 * NEG 1/2 s_s * * 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 8/7 i ^ g_2 + + * + ^ 2 * NEG 1/2 s_s * * NEG 1/1024 + * 128 ^ 2 * NEG 64 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * NEG i ^ g_2 + + + * ^ 2 + ^ 2 s_s * * 16/7 + ^ 2 * NEG 1/2 s_s * * NEG 1/448 + * 128 ^ 2 * NEG 64 s_s * * 8/7 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/896 i ^ g_2 + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 1/448 i ^ g_2 + + * ^ 2 + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 s_s + ^ 2 * NEG 1/2 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 1/2 i ^ g_2 + + / * * * i ^ g_2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/144 i ^ g_2 + + + * ^ 2 + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 s_s + ^ 2 * NEG 1/2 s_s * * 128 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 1/288 i ^ g_2 + + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 1024 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop,qcd
t eps (X)^(*) AntiPart t eta (X) to c alpha (X) AntiPart c beta (X)^(*),"Vertex V_0:c(X_3), AntiPart c(X_4),  OffShell G(V_0), Vertex V_1:t(X_1), AntiPart t(X_2),  OffShell G(V_1),",+ * * * 1/12 i ^ g_2 gamma / * * lor_spi alph_col gamma_lor_spi_col + * * * col_idx_4_del_col_pv_col_idx_4_spi_pu_star t_idx_2_spi_pv_star t_col_col alph_col pu * * * * NEG 3_col idx_3_del_col_pv_col_idx_2_spi_pu_star t_idx_3_spi_pv_star t_col_col alph_col pu + + mass_t_sq s * 1/2 reg_prop,+ * * * NEG 1/16 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * NEG 8 s_s * * NEG 8 s_s * * NEG 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2 / * * * 1/144 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * NEG 8 s_s * * NEG 8 s_s * * NEG 8 ^ 2 s_s + + ^ 2 s_s * 1/2 reg_prop / * * * 32 i ^ g_2 + + + + * ^ 2 ^ 2 * * 1/2 ^ 2 s_s * * 1/2 s_s * * 1/2 s_s * * 1/2 ^ 2 s_s + + ^ 2 s_s * 1/2 reg_prop + + ^ 2 s_s * 1/2 reg_prop,qcd
AntiPart u alpha (X) AntiPart b alpha (X) to AntiPart u beta (X)^(*) AntiPart b gam (X)^(*),"Vertex V_1:AntiPart b(X_2), AntiPart b(X_4),  OffShell A(V_1), Vertex V_0:AntiPart u(X_1), AntiPart u(X_3),  OffShell A(V_0),",+ * * * 1/9 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi b_spi_2_pv_star b_spi_3_pv u_spi_0_pv_star u_spi_1_pv + + mass_u_sq NEG s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2,qed
d gam (X)^(*) AntiPart mu (X) to d beta (X) AntiPart nu (X),"Vertex V_1:A(X_2), d(X_3), AntiPart  OffShell d(V_1), Vertex V_0:d(X_1), A(X_4),  OffShell d(V_0),",/ * * * 1/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * d_spi_0_pu d_spi_1_pu_star * * * NEG 1/2 p_lor_2 gamma_lor_spi gamma * * lor_2 s s gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * d_spi_4_pu d_spi_5_pu_star + s * NEG 1/2 reg_prop,+ * * * * 2/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 4/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ 2 + * 16 s_s * NEG 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop,qed
